station_id,num_bikes_available,num_docks_available,is_installed,is_returning,is_renting,time,stationCode,mechanical_bike_available,electrical_bike_available,station_name,latitude,longitude,capacity,credit_card
2515351285,25,2,True,True,True,2024-12-07 05:26:23,15133,20,5,Saint Lambert - Blomet,48.83659148147257,2.2930556908249855,27,
213685514,15,8,True,True,True,2024-12-07 05:26:09,15110,14,1,Place Robert Guillemard,48.836191728066666,2.2811267160086417,24,
102329800,11,11,True,True,True,2024-12-07 05:25:43,21006,3,8,Marcelin Berthelot,48.8415473058801,2.233161628246308,27,
572566600,14,16,True,True,True,2024-12-07 05:18:19,44013,5,9,Edouard Tremblay - Julian Grimaux,48.781383825117,2.3723508417606,30,
54000625,28,3,True,True,True,2024-12-07 05:20:27,20131,18,10,Repos - Cimetière du Père Lachaise,48.859358523593,2.3896131366845,33,True
13356269,9,22,True,True,True,2024-12-07 05:27:03,6025,8,1,Assas - Rennes,48.8492084999386,2.32851454623001,32,
213911772,2,53,True,True,True,2024-12-07 05:20:40,31008,0,2,François Debergue - Croix de Chavaux,48.857421708072074,2.437578141689301,57,True
129132870,21,1,True,True,True,2024-12-07 05:27:19,21015,17,4,Nationale - Place Jules Guesde,48.82753962462998,2.2416052222251897,23,
620403530,5,14,True,True,True,2024-12-07 05:26:02,44003,3,2,Gabriel Péri - Danielle Casanova,48.790114,2.4025777,20,True
66491378,46,2,True,True,True,2024-12-07 05:27:41,15034,45,1,Lakanal - Commerce,48.84442462786544,2.294059172272682,53,True
41610121,15,12,True,True,True,2024-12-07 05:27:49,5028,13,2,Censier - Jardin des Plantes,48.84107178161383,2.355475388467312,28,True
1765749389,7,9,True,True,True,2024-12-07 05:21:41,48010,5,2,Karl Marx,48.784527937293184,2.3646667979455587,16,True
611152693,8,20,True,True,True,2024-12-07 05:26:46,22203,1,7,Tertres - Fontaine,48.787553654715644,2.306235730648041,28,
235241110,24,37,True,True,True,2024-12-07 05:26:44,41202,15,9,Gare Rer de Fontenay sous Bois,48.8436279,2.4630465,61,True
613737748,27,2,True,True,True,2024-12-07 05:22:19,42021,20,7,Raspail - Manufacture des Oeillets,48.8094458,2.3903009,32,True
1062671597,1,21,True,True,True,2024-12-07 05:27:58,1119,0,1,Cossonnerie - Sébastopol,48.86132665908402,2.349419631063938,24,
463297497,6,14,True,True,True,2024-12-07 05:25:23,35020,0,6,Marcelle - Thalie,48.8835462,2.4137883,20,True
128841079,7,28,True,True,True,2024-12-07 05:27:37,1020,3,4,Cambon - Rivoli,48.866143390992,2.3251800647137,40,True
213875650,8,16,True,True,True,2024-12-07 05:27:24,25003,0,8,Henri Ste-Claire Déville - Paul Héroult,48.892663,2.172411,24,
245187072,1,18,True,True,True,2024-12-07 05:26:37,20115,0,1,Louis Lumière - Porte de Bagnolet,48.86431136000005,2.4105210229754443,20,
129144878,16,14,True,True,True,2024-12-07 05:27:18,31003,1,15,Paris - Emile Zola,48.854898095789295,2.4186685681343083,30,True
27415665,8,34,True,True,True,2024-12-07 05:25:00,22402,1,7,Jean Jaurès - Salvador Allende,48.821475594736775,2.3026576638221745,43,
